,证券代码,证券简称,投资类型(一级分类),投资类型(二级分类),业绩比较基准,基准是_1,基准比例_1,基准是_2,基准比例_2,基准是_3,基准比例_3,基准是_4,基准比例_4,基准是_5,基准比例_5
9153,050020.OF,博时抗通胀增强回报,国际(QDII)基金,国际(QDII)另类投资基金,标普高盛农产品总收益指数(S&P GSCI Agricultural Total Return Index)收益率*30%+巴克莱美国通胀保护债券指数(Barclays Capital U.S. Treasury Inflation Protected Securities (TIPS) Index (Series-L))收益率*30%+标普高盛贵金属类总收益指数(S&P GSCI Precious Metal Total Return Index)收益率*20%+标普高盛能源类总收益指数(S&P GSCI Energy Total Return Index)收益率*20%,标普高盛农产品总收益指数(S&P GSCI Agricultural Total Return Index)收益率,30%,巴克莱美国通胀保护债券指数(Barclays Capital U.S. Treasury Inflation Protected Securities (TIPS) Index (Series-L))收益率,30%,标普高盛贵金属类总收益指数(S&P GSCI Precious Metal Total Return Index)收益率,20%,标普高盛能源类总收益指数(S&P GSCI Energy Total Return Index)收益率,20%,nan,
