,业绩比较基准,基准对应的基金数目,基金对应平均比例
0,中证全指原材料指数收益率,2,0
1,中证全指资本品指数收益率,2,0
2,恒生指数收益率,2,0
3,中证全指运输指数收益率,2,0
4,中债综合财富指数收益率,2,0
